PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
778,Steamboat Slough,Cache Slough,Grand Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.581214,38.297968,57393,
779,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.576275,38.304357,60205,
776,Steamboat Slough,Cache Slough,Grand Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.583237,38.287691,53509,
777,Steamboat Slough,Cache Slough,Grand Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.582817,38.29269,55396,
782,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.582245,38.297135,57037,
783,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.582264,38.297135,57027,
780,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.578975,38.302968,59266,
781,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.581357,38.299357,57783,
834,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.592407,38.313801,24342,
835,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.592394,38.313801,24347,
832,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.597134,38.307412,21134,
833,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.596331,38.311023,22891,
838,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.587384,38.323523,28505,
839,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.585039,38.326301,29722,
836,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.590456,38.317134,25664,
837,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.590038,38.322412,27660,
826,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.600746,38.280191,9877,
827,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.604329,38.287413,12995,
824,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.601899,38.265747,4307,
825,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.603304,38.272691,6958,
830,Sutter Slough,Steamboat Slough,M.J. RANCHES,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.601334,38.299912,17985,
831,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.598867,38.305468,20243,
828,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.604271,38.287413,12979,
829,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.604492,38.294079,15426,
818,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.6078,38.215193,22720,
819,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.603215,38.221304,25390,
816,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.609993,38.211304,21159,
817,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.609345,38.213526,22023,
822,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.602729,38.252136,36851,
823,Steamboat Slough,Cache Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.57903,38.302968,59252,
820,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.603817,38.228248,28121,
821,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.602835,38.249358,35822,
810,Steamboat Slough,Cache Slough,"THE ARCHES, LTD./KLEIN RANCHES",Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.645375,38.185193,5192,
811,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.644615,38.188527,6193,
808,Steamboat Slough,Cache Slough,Grand Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.62444,38.192415,12448,
809,Steamboat Slough,Cache Slough,"THE ARCHES, LTD./KLEIN RANCHES",Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.641259,38.188804,6903,
814,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.614945,38.199082,1878,
815,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.61185,38.206582,19423,
812,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.63156,38.194915,10454,
813,Steamboat Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.617662,38.196027,440,
850,Sutter Slough,Steamboat Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.604215,38.270191,6055,
851,Sutter Slough,Steamboat Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.601447,38.262136,3018,
848,Sutter Slough,Steamboat Slough,Pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.604392,38.288802,13437,
849,Sutter Slough,Steamboat Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.600984,38.278802,9415,
854,Miner Slough,Cache Slough,Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.615083,38.289913,36813,
852,Sutter Slough,Steamboat Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.60117,38.260469,2374,
853,Sutter Slough,Steamboat Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.600665,38.256302,767,
842,Sutter Slough,Steamboat Slough,RD 999,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.584716,38.331856,31836,
843,Sutter Slough,Steamboat Slough,Slant Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.586491,38.324634,29041,
840,Sutter Slough,Steamboat Slough,Sutter Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.579191,38.329078,1334,
841,Sutter Slough,Steamboat Slough,Merritt Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.577624,38.328523,886,
846,Sutter Slough,Steamboat Slough,Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.598689,38.308523,21696,
847,Sutter Slough,Steamboat Slough,Vertical Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.605011,38.297412,16634,
844,Sutter Slough,Steamboat Slough,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.590562,38.319078,26376,
845,Sutter Slough,Steamboat Slough,Centrifugal Pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.596623,38.311579,22890,
898,San Joaquin River,Suisun Bay,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.56952,38.086863,1927,
899,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.561495,38.08853,4335,
896,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5646923,38.10289327,5213,Siphon
897,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5659427,38.09751221,3000,Siphon
902,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.542273,38.086586,10093,
903,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.542275,38.086586,10094,
900,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.552043,38.086864,7216,
901,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.552062,38.086864,7212,
890,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.572292,38.13143187,19827,Siphon
891,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5848378,38.11575707,12703,
888,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.55237,38.11688907,29683,Siphon
889,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.561795,38.12933187,23806,Siphon
894,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5714179,38.10753241,7754,Siphon
895,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.567993,38.10583847,6701,Siphon
892,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5825191,38.11121207,11081,
893,Mokelumne River,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5737374,38.10830541,8250,Siphon
882,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5162181,38.12278247,40692,Siphon
883,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5202073,38.12278509,39636,Siphon
880,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5045779,38.11637487,45048,Siphon
881,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5054016,38.11672541,44805,
886,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5394251,38.11786728,33662,Siphon
887,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5465133,38.11677921,31641,
884,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5253514,38.12215107,37769,Siphon
885,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5318663,38.12030147,35923,Siphon
874,Miner Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.620193,38.290468,35343,
875,Miner Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.620258,38.290468,35328,
878,Miner Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.607779,38.286302,39503,
879,South Fork Mokelumne River,Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.5045779,38.11637487,44798,Siphon
876,Miner Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.613416,38.288246,37513,
877,Miner Slough,Cache Slough,Ryer Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Solano,Lower Sacramento,-121.607807,38.286302,39500,
930,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.631733,38.11714,31141,
931,Threemile Slough,Sacramento River,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.683628,38.093252,4191,
928,Threemile Slough,Sacramento River,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.68183,38.120751,14496,
929,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.628203,38.116307,0,
934,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.659411,38.098529,66361,
935,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.644473,38.09353,70087,
932,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.675632,38.094918,62059,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
933,San Joaquin River,Suisun Bay,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,San Joaquin Delta,-121.666368,38.098252,64660,
922,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.65987,38.118529,22512,"NOT IN USE; RESURVEYED; NO GATE OR VALVE Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
923,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.66171,38.121306,21673,"RESURVEYED; OLD 8"" PIPE 2' AWAY NOT USED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
920,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.649531,38.11714,25570,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
921,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.652351,38.117418,24884,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
926,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.675845,38.123529,17203,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
927,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.622273,38.115751,0,"Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
924,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.667375,38.123251,19696,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
925,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.667688,38.123251,19635,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
914,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.496498,38.092419,20303,
915,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.494993,38.099086,23199,
912,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.504106,38.087975,17404,
913,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.500721,38.092141,18816,
918,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.639311,38.117973,28916,
919,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.642133,38.118251,28091,"RESURVEYED Per the California Department of Fish and Wildlife's Fish Screen and Fish Passage Program, this diversion has been abandoned."
916,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.499461,38.106585,28169,
917,Sevenmile Slough,Threemile Slough,Twitchell Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.638263,38.117973,29211,
906,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.532441,38.091586,14093,
907,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.528278,38.091586,15005,
904,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.542275,38.086586,10094,
905,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.536748,38.089364,12720,
910,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.508623,38.077697,23223,
911,Little Potato Slough,South Mokelumne River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.503334,38.081031,14885,
908,Potato Slough,San Joaquin River,Little Potato Slough Mutual Water Co,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,Upper Mokelumne,-121.520068,38.089641,17881,
909,Potato Slough,San Joaquin River,Bouldin Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,San Joaquin,San Joaquin Delta,-121.510378,38.081031,21944,
966,Sacramento River,Suisun Bay,J. Munson vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.728908,38.84573322,477529,"CDFW 1994 survey: 1 vertical pump with horsepower of 25 located on the left bank. Intake size is 10 inches, water is discharged to underground and operates for agricultural purposes. Diverts up to 0.27 cfs."
967,Sacramento River,Suisun Bay,unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7291847,38.83962234,474686,CDFW 1994 survey: unknown located on the left bank. Intake size is 16 inches and operates for agricultural purposes.
964,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7285955,38.85767721,483658,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 25 located on the left bank. Intake size is 13 inches, water is discharged to concrete box and operates for agricultural purposes."
965,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7275152,38.84795536,478622,CDFW 1994 survey: 1 slant pump located on the left bank. Operates for agricultural purposes.
970,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7246391,38.82851162,469742,"CDFW 1994 survey: 1 slant pump with horsepower of 40 located on the left bank. Intake size is 16 inches, water is discharged to concrete ditch and operates for agricultural purposes."
971,Sacramento River,Suisun Bay,"Quad Ranches, Inc. unknown",Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7232895,38.8243451,468177,"CDFW 1994 survey: unknown located on the left bank. Intake size is 10 inches, water is discharged to underground and operates for agricultural purposes. Diverts up to 1.45 cfs."
968,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7269962,38.83156708,471011,"CDFW 1994 survey: 1 slant pump with horsepower of 40 located on the left bank. Intake size is 12 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
969,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sutter,Sacramento-Stone Corral,-121.7246471,38.82851162,469745,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the left bank. Intake size is 12 inches, water is discharged to concrete ditch and operates for agricultural purposes."
956,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.7579167,38.86462153,496943,"Screened to 38 cfs. CDFW 1994 survey: 1 slant pump located on the right bank. Intake size is 18 inches, water is discharged to concrete ditch and operates for agricultural purposes."
957,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.7579338,38.86462153,496947,"Screened to 38 cfs. CDFW 1994 survey: 1 slant pump located on the right bank. Intake size is 16 inches, water is discharged to concrete ditch and operates for agricultural purposes."
952,Sacramento River,Suisun Bay,Wallace Construction Inc. slant pump,Diversion (screened/unscreened),Screened,Professional Judgement,U.S. Fish and Wildlife Service,Yolo,Sacramento-Stone Corral,-121.7093189,38.80045701,456204,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 12 inches, water is discharged to concrete box and operates for agricultural purposes."
953,Sacramento River,Suisun Bay,River Garden Farms Company vertical pump,Diversion (screened/unscreened),Screened,Field Survey,California Department of Fish and Wildlife,Yolo,Sacramento-Stone Corral,-121.7236156,38.80545693,461227,"screened to 65 cfs by FWA on December 2013. A single cylinder screen with a self-cleaning brush system was installed. Previously screened in 2010 to 32 cfs. CDFW 1994 survey: 1 vertical pump located on the right bank. Intake size is 22 inches, water is discharged to concrete box and operates for agricultural purposes. Diverts up to 35 cfs. same platform as 1779, 1781; 35cfs total for a000577"
